product_barcode,product_label,product_size,brand_name,manufacturer_country,manufacturer_name,scan_country,data_url,bottle_weight,bottle_count
40822099,Lemon lime flavoured drink,350 ml,Sprite,US,Coca-Cola,KE,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,,8
6203003260110,Mineral Water,1.0l,Afya,TZ,Watercom (T) Ltd,TZ,https://wastebase.org/#/o/888420e1-1259-4c47-adfe-30740e9afa49,,20
6201100071691,Fruity Flavoured Soft Drink,600 ml,Mirinda,US,"Pepsico, Inc",TZ,https://wastebase.org/#/o/fa6fbb15-8b61-4e1d-867f-db43d9d31fd3,,10
6203013230011,Best drinking water,500 ml,Drop of Zanzibar,TZ,Drop of Zanzibar Limited,MZ,https://wastebase.org/#/o/0a6a8128-4fa6-4533-8d5b-f648309258e7,,1
6166000095324,Pure Drinking Water,1.0 L,Aquadrops,UK,UNKNOWN_ORG,KE,https://wastebase.org/#/o/00000000-0000-0000-0000-000000000001,,1
6203011060436,Apple punch,300 ml,Azam,TZ,BAKHRESA GROUP DIVISIONS,TZ,https://wastebase.org/#/o/0c76efb4-4008-4677-aba1-e10a6e3ef026,,15
5449000003768,Fanta Grape,2.0 L,Fanta,US,Coca-Cola,MZ,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,,23
6009880106110,Izy Coco Pine,340 ml,Izy,MZ,Moz Beverages Lda,MZ,https://wastebase.org/#/o/f66aacf8-5f3f-4a41-8240-376962c3aaff,21.000,117
9507000007462,Agua Mineral Diamante Liquido,500 ml,Glaciar,MZ,Glaciar Industria e Comercio,MZ,https://wastebase.org/#/o/0d4adecb-eec9-41d4-b2ab-b3500061b5bb,,5
6161108920561,Mineral Water,500 ml,Aquamist,KE,Menengai Oil Refineries Ltd.,KE,https://wastebase.org/#/o/d409e0b9-198f-4a18-b980-9e49f204264c,,1
5603674000557,Ambientador,250ml,ACTY,PT,Mistolin Company,MZ,https://wastebase.org/#/o/d54cec79-4126-4214-9111-e54ff2fdfbb5,,1
6204000498018,pure drinking water,500ml,Precious,UK,UNKNOWN_ORG,TZ,https://wastebase.org/#/o/00000000-0000-0000-0000-000000000001,,46
9556135421506,Drinking Water,1.5 L,Summer,UK,UNKNOWN_ORG,MZ,https://wastebase.org/#/o/00000000-0000-0000-0000-000000000001,,1
4820196910015,Sunflower Seed Oil,1.0 L,Bonlife,UA,Manzaro Ukraine LLC,MZ,https://wastebase.org/#/o/d42dbf62-2cdb-4d7c-b226-b2c443191c42,,1
5020379106658,Tropical Berry Sport Drink,500 ml,Euro Shopper,UK,UNKNOWN_ORG,GB,https://wastebase.org/#/o/00000000-0000-0000-0000-000000000001,,2
8850769017021,Fish oil,1000ml,Mega We care,TH,Mega Lifesciences Public Company Limited,TZ,https://wastebase.org/#/o/4ff327f9-f56d-410d-97b6-f79c2cc6cf9c,,1
6009900076713,Coco Ananas Cocopine,350 ml,Frozy,MZ,Yaafico Industrial Lda,MZ,https://wastebase.org/#/o/4d807269-db16-4aaf-a454-934634c8c319,,20
6203011990047,Drink Dance Gin,200ml,Leader's Ananasi,TZ,Prime Care Distilleries Ltd,TZ,https://wastebase.org/#/o/ecfa97f4-9c11-4c86-9f85-11abffa3f51d,,80
6009832820163,Fizz,350 ml,Fizz,MZ,Mopani Internacional Lda,MZ,https://wastebase.org/#/o/a34f6bbf-55f1-46c7-82db-d13b2a8d65b8,21.500,457
5601084125907,Engine Oil SAE10W-40,1.0 L,Galp,PT,"Galp Energia, SGPS, S.A.",MZ,https://wastebase.org/#/o/94c589a1-6089-4693-9193-1ab386cb68fd,,1
6009644991204,Wildcat Energy Drink,330 ml,Bigtree,ZM,Trade Kings Group,ZM,https://wastebase.org/#/o/cb94d9c2-2f62-4ad8-ad86-a189701b370c,,2
5449000000286,Coca-Cola,2.0 L,Coca-Cola,US,Coca-Cola,KE,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,52.500,1
6009832820040,Lemon / Limao,350 ml,Fizz,MZ,Mopani Internacional Lda,MZ,https://wastebase.org/#/o/a34f6bbf-55f1-46c7-82db-d13b2a8d65b8,21.500,1785
6291021210514,Drinking Water,1.5 L,Oasis,AE,Oasis Pure Water,MZ,https://wastebase.org/#/o/e0a7b1cf-1330-49f7-aa06-f675c55d3ab7,,1
5018907197803,Mineral Water,500 ml,Keringet,US,Coca-Cola,KE,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,,1
6203008950245,Pure Sunflower Oil,1.0 L,Sundrop,TZ,Alaska Tanzania Industries,TZ,https://wastebase.org/#/o/6c9706c2-2edf-4594-8755-f91c1d6d67a1,,8
87171372,Gatorade Carbonated Sports Drink,500 ml,Gatorade,UK,UNKNOWN_ORG,GB,https://wastebase.org/#/o/00000000-0000-0000-0000-000000000001,,1
54491472,Coke,500ml,Coca-Cola,US,Coca-Cola,GB,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,,3
5051140152895,Tesco Lime Juice,250ml,Tesco,GB,Tesco PLC,GB,https://wastebase.org/#/o/9564612d-8467-47d1-b730-d07b25946cc6,,1
6009616040558,Double Cream Plain Yoghurt,1.0 L,Nutriday,FR,Danone S.A.,MZ,https://wastebase.org/#/o/833c3669-9353-4c41-9948-a1d8cfeec1b6,,3
6009644547982,Apple and Malt Flavoured,300 ml,Malt drink,TZ,Tanzania Breweries Limited,TZ,https://wastebase.org/#/o/2a607fcc-0b37-4cc2-8818-7898608b31fd,,2
6920583012570,White Board Cleaner,250 ml,Flamingo,ZM,Acacia Food and Beverages Ltd,TZ,https://wastebase.org/#/o/de81ec8b-41a9-493a-9345-ca1cc44a0e80,,1
6001374082245,INSTANT Hand Sanitiser,100 ml,Clere,UK,UNKNOWN_ORG,MZ,https://wastebase.org/#/o/00000000-0000-0000-0000-000000000001,,1
6203011060474,Mango Fruit Juice Drink,1.0l,Azam,TZ,BAKHRESA GROUP DIVISIONS,TZ,https://wastebase.org/#/o/0c76efb4-4008-4677-aba1-e10a6e3ef026,,28
6009690380038,Oasis Water,500 ml,Oasis (ZA),ZA,Oasis Water (Pty) Ltd,MZ,https://wastebase.org/#/o/661ea473-75c8-4ed6-a795-bba6fbaf3483,,1
5760466976329,Starbucks Frappuccino,250ml,Starbucks,UK,UNKNOWN_ORG,GB,https://wastebase.org/#/o/00000000-0000-0000-0000-000000000001,,1
4779040221091,Healthy Juice,500ml,Aleo,LT,Mega Baltic JSC,ZM,https://wastebase.org/#/o/ae9e219d-c99f-4bd2-8552-d961bc0e8cd1,,2
6164001199010,Fresh Oxy Rich Water,1.0 L,Safari King,KE,Bounty Ltd,KE,https://wastebase.org/#/o/dbd2b200-e57c-423d-8e7a-a2493af75b88,,4
6009633160154,Agua Mineral,1.5 L,Montemor,MZ,Montemor SARL,MZ,https://wastebase.org/#/o/7e3e82c9-dcc1-4eb6-8ff6-be01c2481dc4,20.000,59
6001065601069,Dairy Milk Chocolate,80 g,Cadbury,US,"Mondelēz International, Inc.",KE,https://wastebase.org/#/o/ed1ea69c-519a-43c6-8bfa-72d34c987d5d,,3
6009880106011,Izy Laranja,340 ml,Izy,MZ,Moz Beverages Lda,MZ,https://wastebase.org/#/o/f66aacf8-5f3f-4a41-8240-376962c3aaff,,15
6203003350545,Orange Dairy Blend Concentrate,400ml,Sayona,TZ,Motisun Group,TZ,https://wastebase.org/#/o/d085a391-c4b0-4605-843a-28788c216c4e,,44
5054267009349,Orange Sport Drink,500 ml,Lucozade,JP,Suntory Holdings Limited,GB,https://wastebase.org/#/o/e072cc5d-03b1-4573-bde7-abe1bfbd668c,,3
8995899250310,boncabe,500ml,Boncabe Original,UK,UNKNOWN_ORG,TZ,https://wastebase.org/#/o/00000000-0000-0000-0000-000000000001,,1
5449000284044,Delight Mango Flavoured Drink,400 ml,Minute Maid,US,Coca-Cola,TZ,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,,21
5601312090595,Equilibrio Multifruits Juice,1.0 L,Continente,PT,"MODELO CONTINENTE HIPERMERCADOS, S.A.",MZ,https://wastebase.org/#/o/754c219b-ba38-453c-8616-08b9c55ab10e,,1
5060042350032,Spring Water,500 ml,Harrogate,GB,Harrogate Spring Water Ltd,GB,https://wastebase.org/#/o/17d384e0-61dd-4340-830b-ec92948c4c10,,16
6009832820521,Aquaplus Mineral Water,6.0 L,Aquaplus,MZ,Mopani Internacional Lda,MZ,https://wastebase.org/#/o/a34f6bbf-55f1-46c7-82db-d13b2a8d65b8,,578
5026109000531,Radnor Hills Water,500 ml,Radnor,UK,UNKNOWN_ORG,GB,https://wastebase.org/#/o/00000000-0000-0000-0000-000000000001,,1
5449000196903,Bitter lemon,1.25 L,Krest,US,Coca-Cola,KE,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,,2
5010438001130,Carbonated Soft Drink,500 ml,Vimto,GB,Nichols plc,GB,https://wastebase.org/#/o/85022289-591b-4e34-907f-4c54a87c522f,,1
42380696,Fanta Orange,280ml,Fanta,US,Coca-Cola,MZ,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,20.500,346
6203013770029,Mineral water,1.5 L,Hill Water,TZ,Hill Group,TZ,https://wastebase.org/#/o/bd4f2b11-425f-4423-a549-89741c8c5318,,3
5000112649864,Coke Zero,500 ml,Coca-Cola,US,Coca-Cola,GB,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,,1
6009832820170,Energy Drink,350 ml,Fizz,MZ,Mopani Internacional Lda,TZ,https://wastebase.org/#/o/a34f6bbf-55f1-46c7-82db-d13b2a8d65b8,21.500,1
0792382500710,Taste the Purity Water,1.0 L,Madini,UK,UNKNOWN_ORG,KE,https://wastebase.org/#/o/00000000-0000-0000-0000-000000000001,,1
5010459005179,Sparkling Spring Water,500 ml,Highland Spring,GB,HIGHLAND SPRING LIMITED,GB,https://wastebase.org/#/o/745bf45b-c66b-4c6b-8b6e-5725b33de313,,1
6001324011172,Orange Squash,2.0 L,Oros,UK,UNKNOWN_ORG,MZ,https://wastebase.org/#/o/00000000-0000-0000-0000-000000000001,,1
6009661170347,Fiesta,2.0 L,Fiesta,MZ,Fiesta Moçambique Lda.,MZ,https://wastebase.org/#/o/3ff05ee7-f22a-410f-9f5c-3e6ce3c8a8c8,,2
0792382471089,Drinking Water,1.0 L,Brook Fresh,IN,KUNNUMPURATHU GROUP OF BUSINESS PRIVATE LIMITED,KE,https://wastebase.org/#/o/622073c4-2822-4cdc-9a1e-b831fa805141,,5
1413112418431,Flash Fresh Scent with Bleach,500 ml,Flash,US,THE PROCTER & GAMBLE COMPANY,GB,https://wastebase.org/#/o/b5390f65-0892-448b-8fe6-dc103cf4174c,,2
6001021021023,Iodated Table Salt,500g,Cerebos,ZA,The Bud Group,MZ,https://wastebase.org/#/o/35e95de5-c909-47fd-9974-4768ac8a8cc9,,5
54491472,Coke,500ml,Coca-Cola,US,Coca-Cola,KE,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,,1
6009661170354,Ananas/Pineapple Carbonated Soft Drink,500ml,Fiesta,MZ,Fiesta Moçambique Lda.,MZ,https://wastebase.org/#/o/3ff05ee7-f22a-410f-9f5c-3e6ce3c8a8c8,26.000,1193
6009802229019,Agua Natural,500ml,Fonte da Vida,MZ,Fonte da Vida Lda,MZ,https://wastebase.org/#/o/ed2e5d1f-2782-4291-9b11-cfa9f3548928,,23
6009661170118,Agua Purificada,1.5 L,Vitale,FR,Groupe Castel,MZ,https://wastebase.org/#/o/7513edeb-3054-4478-86b1-7fe375abb7f0,,3
87303322,Drinking Water,500 ml,Dasani,US,Coca-Cola,TZ,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,,21
6009818350257,Coco Pine Soft Drink,2.0 L,Refreshhh,UK,UNKNOWN_ORG,MZ,https://wastebase.org/#/o/00000000-0000-0000-0000-000000000001,,1
6203003251118,Fruit drink,300 ml,Afya,TZ,Watercom (T) Ltd,TZ,https://wastebase.org/#/o/888420e1-1259-4c47-adfe-30740e9afa49,,10
6161100604063,Lemon fresh Cleaner,500g,Vim,UK,UNKNOWN_ORG,TZ,https://wastebase.org/#/o/00000000-0000-0000-0000-000000000001,,1
6001760005490,Premium Lager,330 ml,Windhoek,NA,Ohlthaver & List Group of Companies,TZ,https://wastebase.org/#/o/a3ed268c-9aaa-4686-b674-9970dfbd17ef,,6
6007575000606,Low Fat Cream Soda Yoghurt Drink,500 ml,Lowveld Favourites,ZA,Lowveld Favourites,MZ,https://wastebase.org/#/o/2bc198e3-f2bc-48cf-8b84-e7ddfa38ac3e,,2
7798065730033,Agua Mineral Natural de las Sierras,2.0 L,Sierra de los Padres,AR,Nutreco Alimentos S.A,TZ,https://wastebase.org/#/o/5930d3b7-8ded-4ce8-bfa3-34dc4b38a835,,1
6161104401842,Premium Drinking Water,1.5 L,Quencher,KE,Excel Chemicals Limited,KE,https://wastebase.org/#/o/57800e41-056c-4975-bb11-e35ac977d883,,2
5449000010070,Fanta Grape,2.0 L,Fanta,US,Coca-Cola,MZ,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,49.000,61
6203013230011,Best drinking water,500 ml,Drop of Zanzibar,TZ,Drop of Zanzibar Limited,TZ,https://wastebase.org/#/o/0a6a8128-4fa6-4533-8d5b-f648309258e7,,1
5449000251541,Lemon-Lime Flavoured,500 ml,Sprite,US,Coca-Cola,KE,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,,1
0412008130274,Sparletta,1.0 L,Sparletta,US,Coca-Cola,MZ,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,,34
4779040221060,Healthy Juice,1.5L,Aleo,LT,Mega Baltic JSC,ZM,https://wastebase.org/#/o/ae9e219d-c99f-4bd2-8552-d961bc0e8cd1,,1
050428451823,italian seasoning,21g,gold emblem,UK,UNKNOWN_ORG,TZ,https://wastebase.org/#/o/00000000-0000-0000-0000-000000000001,,1
6009652782962,Frooty,350 ml,Californian,ZM,Californian Beverages Limited,ZM,https://wastebase.org/#/o/91564c9d-940c-41ac-9f16-a3ab73961b2a,,9
6009644993772,Maize Drink,500ml,Chibwantu,ZM,Trade Kings Group,ZM,https://wastebase.org/#/o/cb94d9c2-2f62-4ad8-ad86-a189701b370c,,10
6164002465015,Drinking Water,1.0 L,Karigen,KE,Tesouros,KE,https://wastebase.org/#/o/ed9a8c45-6cdf-4d2c-b14b-73f8cd28578c,,5
6009879713091,Frozy,2.0 L,Frozy,MZ,Yaafico Industrial Lda,MZ,https://wastebase.org/#/o/4d807269-db16-4aaf-a454-934634c8c319,,91
6001565023842,Pure Cooking Oil,5.0 L,Somol,UK,UNKNOWN_ORG,MZ,https://wastebase.org/#/o/00000000-0000-0000-0000-000000000001,,11
5024616003014,Still Natural Mineral Water,330 ml,Princes Gate,UK,UNKNOWN_ORG,GB,https://wastebase.org/#/o/00000000-0000-0000-0000-000000000001,,2
6203003260011,Drinking Water,500 ml,Afya,TZ,Watercom (T) Ltd,TZ,https://wastebase.org/#/o/888420e1-1259-4c47-adfe-30740e9afa49,,13
0781718777377,Kargasok Safi,300ml,Appolo Wine Limited,UK,UNKNOWN_ORG,ZM,https://wastebase.org/#/o/00000000-0000-0000-0000-000000000001,,2
6203008190504,Pure Drinking Water,500 ml,Uhuru Peak,UK,UNKNOWN_ORG,TZ,https://wastebase.org/#/o/00000000-0000-0000-0000-000000000001,,19
6181100535990,Belair,150 ml,Dream Cosmetics,CI,Dream Cosmetics,MZ,https://wastebase.org/#/o/cc2d91e4-f260-4608-a064-d9a39701bdd5,,11
6203001630045,U-Fresh Pineapple Flovoured Drink,180ml,U-Fresh,TZ,U Fresh Juice,TZ,https://wastebase.org/#/o/bd8a2a33-ee1e-4c6b-8242-5c6a14529139,,1
5033022002269,Still Spring Water,500ml,Ice Valley,UK,UNKNOWN_ORG,GB,https://wastebase.org/#/o/00000000-0000-0000-0000-000000000001,,4
5449000004840,Fanta Orange,2.0 L,Fanta,US,Coca-Cola,MZ,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,49.000,289
5000128372350,Fresh Whole Milk,568 ml,Co-op,GB,CO-OPERATIVE GROUP LIMITED,GB,https://wastebase.org/#/o/9fca3aa4-e021-4b06-acff-6b8ebf36dd38,,1
5018907194802,Mineral Water,1.0 L,Keringet,US,Coca-Cola,KE,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,,1
6161117770560,Mango Fruit Drink,1.5 L,Jooz,UK,UNKNOWN_ORG,KE,https://wastebase.org/#/o/00000000-0000-0000-0000-000000000001,,1
5000382039846,Cola drink,500 ml,Barrs,UK,UNKNOWN_ORG,GB,https://wastebase.org/#/o/00000000-0000-0000-0000-000000000001,,1
6009900076737,Frozy,350 ml,Frozy,MZ,Yaafico Industrial Lda,MZ,https://wastebase.org/#/o/4d807269-db16-4aaf-a454-934634c8c319,,59
6203004570201,Fortified Wine,200ml,Super Burudani,TZ,HAKIKA BREWERIES LIMITED,TZ,https://wastebase.org/#/o/6239068b-f169-454d-aad3-04bf8e298022,,80
6001565009037,Pure Cooking Oil,2000ml,d'lite,ZM,Trade Kings Group,ZM,https://wastebase.org/#/o/cb94d9c2-2f62-4ad8-ad86-a189701b370c,,1
6201101020087,Premium Pure Drinking Water,600 ml,Dew Drop,TZ,Dew Drop Drinks Co.Ltd,TZ,https://wastebase.org/#/o/b122e0c5-b565-4c7f-98c9-c7456ac735e6,,26
0781159624544,Água purificada,6.5L,Vitale,FR,Groupe Castel,MZ,https://wastebase.org/#/o/7513edeb-3054-4478-86b1-7fe375abb7f0,,58
6009801423050,Mineral Water,750ml,Aquasavana,US,Coca-Cola,ZM,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,10.000,13
5000128652797,Sparkling Natural Mineral Water,500 ml,Co-op,GB,CO-OPERATIVE GROUP LIMITED,GB,https://wastebase.org/#/o/9fca3aa4-e021-4b06-acff-6b8ebf36dd38,,1
5010459003496,Still Spring Water,330 ml,Highland Spring,GB,HIGHLAND SPRING LIMITED,GB,https://wastebase.org/#/o/745bf45b-c66b-4c6b-8b6e-5725b33de313,,2
5000167022667,Moisturising Lotion,500 ml,E45,UK,UNKNOWN_ORG,GB,https://wastebase.org/#/o/00000000-0000-0000-0000-000000000001,,1
4060800304957,Lipton Lemon Ice Tea,500 ml,Lipton,GB,Unilever Plc,GB,https://wastebase.org/#/o/909d4d9f-4537-4a18-bb1b-cf8f3c8304bc,,1
6161107471279,Purified Drinking Water,1.5 L,Naivas,KE,Naivas Supermarket Limited,KE,https://wastebase.org/#/o/5f64a0b3-730a-4731-8e0d-b28741ce287c,,1
6203012300074,Pineapple Flavoured Carbonated Soft Drink,400 ml,Mo,TZ,METL Group,TZ,https://wastebase.org/#/o/ead953e7-a526-4ced-970d-f403daaf9c7a,,47
6009879713107,Frozy,2.0 L,Frozy,MZ,Yaafico Industrial Lda,MZ,https://wastebase.org/#/o/4d807269-db16-4aaf-a454-934634c8c319,,59
5000128626170,Tomato Ketchup,470 g,Co-op,GB,CO-OPERATIVE GROUP LIMITED,GB,https://wastebase.org/#/o/9fca3aa4-e021-4b06-acff-6b8ebf36dd38,,1
6002004001360,Mayo Vanilla Fudge Dairy Snack,250 g,Danone,FR,Danone S.A.,MZ,https://wastebase.org/#/o/833c3669-9353-4c41-9948-a1d8cfeec1b6,,3
6009646580864,Oleo Puro,5.0 L,Sunseed,ZA,Sealake Industries,MZ,https://wastebase.org/#/o/85d3ef50-825a-4c03-8f4b-588794b4d6ec,,12
6161100700024,Purified Drinking Water,1.0 L,Kabazi,KE,CARTUBOX INDUSTRIES (E A) LTD,KE,https://wastebase.org/#/o/737460e9-1431-4b27-9ee0-5b991139623a,,1
5010438017490,"Orange, Strawberry & Lime Juice Drink",500 ml,Vimto,GB,Nichols plc,GB,https://wastebase.org/#/o/85022289-591b-4e34-907f-4c54a87c522f,,1
6203005570361,Valeur Superior Brandy,200ml,Valeur,BE,Anheuser-Busch InBev,TZ,https://wastebase.org/#/o/3c5a74ee-5738-453a-8bf6-e5a95674c168,,5
6203011061716,Ukwaju Tamarind Juice Drink,500 ml,Azam,TZ,BAKHRESA GROUP DIVISIONS,TZ,https://wastebase.org/#/o/0c76efb4-4008-4677-aba1-e10a6e3ef026,,46
6009832820507,Mineral Water,600 ml,Aquaplus,MZ,Mopani Internacional Lda,KE,https://wastebase.org/#/o/a34f6bbf-55f1-46c7-82db-d13b2a8d65b8,25.000,1
5449000274359,"Nutridefenses,nectar tropical",1.0 L,Minute Maid,US,Coca-Cola,KE,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,,1
54490857,Soda Water,500 ml,Krest,US,Coca-Cola,TZ,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,,2
6009660903724,sparkling ginger flavoured drink,200ml,Fitch and Leedes GINGER ALE,UK,UNKNOWN_ORG,TZ,https://wastebase.org/#/o/00000000-0000-0000-0000-000000000001,,7
2020558253855,Spar Lemonade,330ml,Spar,ZA,The Spar Group Ltd,GB,https://wastebase.org/#/o/81df74c6-4116-41c9-b96f-0b4943e6411d,,1
5449000000996,Coca Cola Cans 330ml Pk24 A00768,0.33L,Coca-Cola,US,Coca-Cola,MZ,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,,277
60016973,Essence Caramel Flavour,40 ml,Robertsons,GB,Unilever Plc,MZ,https://wastebase.org/#/o/909d4d9f-4537-4a18-bb1b-cf8f3c8304bc,,1
6161100913394,Chicken Masala Spice Seasoning,100 g,Tropical Heat,KE,Tropical Heat Limited,TZ,https://wastebase.org/#/o/e1fef203-f71c-478d-b623-1d81735676c0,,1
6009707171482,Sorvete Baunilha,1.0 L,Oohlala,UK,UNKNOWN_ORG,MZ,https://wastebase.org/#/o/00000000-0000-0000-0000-000000000001,,1
42117131,Coca-Cola,330 ml,Coca-Cola,US,Coca-Cola,MZ,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,,14
6203016120104,Plain Yoghurt,150 g,Asas Diaries,TZ,Asas Group of companies,TZ,https://wastebase.org/#/o/e3dbf1db-9914-45d9-8efe-509a6ecefffa,,1
6001108028044,Savanna,330ml,Savanna,ZA,Savannah Cider,TZ,https://wastebase.org/#/o/14fc773c-8cd7-42e6-8856-007f34830ce2,,19
5449000028938,Orange Flavored Drink,1.25 L,Fanta,US,Coca-Cola,TZ,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,,1
90418013,Novida,350ml,Schweppes,US,Coca-Cola,KE,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,,4
6203009160025,Potable cane spirit,200 ml,Double Kick,TZ,Kibo Breweries Ltd,TZ,https://wastebase.org/#/o/f8fb0594-8883-434f-92ae-e2efddd5f4f4,,29
6161105381112,Purified Drinking Water,1.5 L,Aquaclear,US,"Pepsico, Inc",KE,https://wastebase.org/#/o/fa6fbb15-8b61-4e1d-867f-db43d9d31fd3,,1
6203011061853,Embe Flavoured Drink,400 ml,Minute Maid,US,Coca-Cola,TZ,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,,20
781159921148,Mango Carbonated Soft Drink,500 ml,Fiesta,MZ,Fiesta Moçambique Lda.,MZ,https://wastebase.org/#/o/3ff05ee7-f22a-410f-9f5c-3e6ce3c8a8c8,,34
5603674002797,Air Freshener Lemon-Lime,250 ml,ACTY,PT,Mistolin Company,MZ,https://wastebase.org/#/o/d54cec79-4126-4214-9111-e54ff2fdfbb5,,1
6203012300043,Passion Flavour Carbonated Drink,400 ml,Mo,TZ,METL Group,TZ,https://wastebase.org/#/o/ead953e7-a526-4ced-970d-f403daaf9c7a,,31
5000177466550,Isotonic Tropical & Berry Drink,500 ml,Emerge,GB,Refresco Drinks UK,GB,https://wastebase.org/#/o/9be24a87-7dd5-4461-9236-30b36a754a7e,,1
6009709824348,Mineral Water,500ml,Vatra,ZM,Trade Kings Group,ZM,https://wastebase.org/#/o/cb94d9c2-2f62-4ad8-ad86-a189701b370c,,3
5203615820130,Xtra Berry Flavoured Carbonated Soft Drink,400ml,Mo,TZ,METL Group,TZ,https://wastebase.org/#/o/ead953e7-a526-4ced-970d-f403daaf9c7a,,20
6161104401835,Premium drinking water,1.0 L,Quencher,KE,Excel Chemicals Limited,KE,https://wastebase.org/#/o/57800e41-056c-4975-bb11-e35ac977d883,,4
0610696090768,Vimto Gasificado,350 ml,Vimto,GB,Nichols plc,MZ,https://wastebase.org/#/o/85022289-591b-4e34-907f-4c54a87c522f,,14
621033997503,Água Crystalina,1.5 l,Crystalina,MZ,"SK Industries, Lda",MZ,https://wastebase.org/#/o/9e459dd2-e6f5-4f5c-a59a-4b5e7f11d350,,17
6009709823525,Juice Drink,430ml,Fruiticana,ZM,Trade Kings Group,ZM,https://wastebase.org/#/o/cb94d9c2-2f62-4ad8-ad86-a189701b370c,,10
6161100720268,Oxyrich Mineral Water,1.0 L,Aquamist,KE,Menengai Oil Refineries Ltd.,KE,https://wastebase.org/#/o/d409e0b9-198f-4a18-b980-9e49f204264c,,2
0284613110015,Hill Water,1.0 L,Hill Water,TZ,Hill Group,TZ,https://wastebase.org/#/o/bd4f2b11-425f-4423-a549-89741c8c5318,,7
5000128767941,Organic Fresh Whole Milk,1.136 L,Co-op,GB,CO-OPERATIVE GROUP LIMITED,GB,https://wastebase.org/#/o/9fca3aa4-e021-4b06-acff-6b8ebf36dd38,,2
6203017590364,Hand Care Liquid Soap,500ml,Bio-D,UK,UNKNOWN_ORG,TZ,https://wastebase.org/#/o/00000000-0000-0000-0000-000000000001,,2
